iterations_since_restore,pid,date,episodes,timesteps_since_restore,done,hostname,time_this_iter_s,time_total_s,config,time_since_restore,training_iteration,node_ip,timestamp,episode_reward_mean,episode_reward_min,timesteps_total,timesteps_this_iter,info,episode_len_mean,experiment_id,episode_reward_max,policy_reward_mean
113,32330,2018-09-29_03-00-23,10,4420160,False,ip-172-30-1-193,31.189961910247803,3526.1512970924377,"{'exploration_fraction': 0.1, 'hiddens': [512], 'n_step': 3, 'tf_session_args': {'allow_soft_placement': True, 'gpu_options': {'allow_growth': True}, 'inter_op_parallelism_threads': 1, 'device_count': {'CPU': 1}, 'intra_op_parallelism_threads': 1, 'log_device_placement': False}, 'synchronize_filters': True, 'double_q': False, 'num_gpus_per_worker': 0, 'custom_schedules': {}, 'clip_rewards': None, 'prioritized_replay_beta': 0.4, 'sample_batch_size': 160, 'sigma0': 0.5, 'compress_observations': True, 'v_max': 10.0, 'monitor': False, 'multiagent': {'policy_mapping_fn': None, 'policy_graphs': {}, 'policies_to_train': None}, 'batch_mode': 'truncate_episodes', 'num_cpus_per_worker': 1, 'dueling': False, 'env_config': {}, 'exploration_final_eps': 0.01, 'v_min': -10.0, 'env': 'QbertNoFrameskip-v4', 'gpu': True, 'optimizer_class': 'AsyncReplayOptimizer', 'final_prioritized_replay_beta': 1.0, 'sample_async': False, 'prioritized_replay_eps': 1e-06, 'preprocessor_pref': 'deepmind', 'schedule_max_timesteps': 2000000, 'optimizer': {'prioritized_replay_eps': 1e-06, 'num_replay_buffer_shards': 4, 'learning_starts': 50000, 'train_batch_size': 512, 'max_weight_sync_delay': 400, 'debug': False, 'buffer_size': 1000000, 'sample_batch_size': 160, 'prioritized_replay_beta': 0.4, 'prioritized_replay_alpha': 0.5, 'prioritized_replay': False}, 'num_workers': 8, 'worker_side_prioritization': True, 'beta_annealing_fraction': 1.0, 'timesteps_per_iteration': 25000, 'buffer_size': 1000000, 'prioritized_replay_alpha': 0.5, 'adam_epsilon': 0.00015, 'noisy': False, 'per_worker_exploration': True, 'num_envs_per_worker': 8, 'custom_schedule_attr': 'episode_reward_mean', 'grad_norm_clipping': 40, 'learning_starts': 50000, 'min_iter_time_s': 30, 'train_batch_size': 512, 'lr': 0.0001, 'observation_filter': 'NoFilter', 'gpu_fraction': 1, 'target_network_update_freq': 50000, 'horizon': None, 'model': {'max_seq_len': 20, 'use_lstm': False}, 'num_atoms': 1, 'gamma': 0.99, 'prioritized_replay': False}",3526.1512970924377,113,172.30.1.193,1538190023,3745.0,500.0,4420160,38720,"{'max_exploration': 0.4, 'sample_throughput': 1290.363, 'train_throughput': 5382.658, 'min_exploration': 0.0006553600000000003, 'num_weight_syncs': 9205, 'num_steps_trained': 18776576, 'num_steps_sampled': 4420160, 'num_target_updates': 360}",3930.6,5aa3c12baf9c4f39a932c198cdb79e77,5225.0,{}
114,32330,2018-09-29_03-00-55,19,4459520,False,ip-172-30-1-193,31.748847007751465,3557.900144100189,"{'exploration_fraction': 0.1, 'hiddens': [512], 'n_step': 3, 'tf_session_args': {'allow_soft_placement': True, 'gpu_options': {'allow_growth': True}, 'inter_op_parallelism_threads': 1, 'device_count': {'CPU': 1}, 'intra_op_parallelism_threads': 1, 'log_device_placement': False}, 'synchronize_filters': True, 'double_q': False, 'num_gpus_per_worker': 0, 'custom_schedules': {}, 'clip_rewards': None, 'prioritized_replay_beta': 0.4, 'sample_batch_size': 160, 'sigma0': 0.5, 'compress_observations': True, 'v_max': 10.0, 'monitor': False, 'multiagent': {'policy_mapping_fn': None, 'policy_graphs': {}, 'policies_to_train': None}, 'batch_mode': 'truncate_episodes', 'num_cpus_per_worker': 1, 'dueling': False, 'env_config': {}, 'exploration_final_eps': 0.01, 'v_min': -10.0, 'env': 'QbertNoFrameskip-v4', 'gpu': True, 'optimizer_class': 'AsyncReplayOptimizer', 'final_prioritized_replay_beta': 1.0, 'sample_async': False, 'prioritized_replay_eps': 1e-06, 'preprocessor_pref': 'deepmind', 'schedule_max_timesteps': 2000000, 'optimizer': {'prioritized_replay_eps': 1e-06, 'num_replay_buffer_shards': 4, 'learning_starts': 50000, 'train_batch_size': 512, 'max_weight_sync_delay': 400, 'debug': False, 'buffer_size': 1000000, 'sample_batch_size': 160, 'prioritized_replay_beta': 0.4, 'prioritized_replay_alpha': 0.5, 'prioritized_replay': False}, 'num_workers': 8, 'worker_side_prioritization': True, 'beta_annealing_fraction': 1.0, 'timesteps_per_iteration': 25000, 'buffer_size': 1000000, 'prioritized_replay_alpha': 0.5, 'adam_epsilon': 0.00015, 'noisy': False, 'per_worker_exploration': True, 'num_envs_per_worker': 8, 'custom_schedule_attr': 'episode_reward_mean', 'grad_norm_clipping': 40, 'learning_starts': 50000, 'min_iter_time_s': 30, 'train_batch_size': 512, 'lr': 0.0001, 'observation_filter': 'NoFilter', 'gpu_fraction': 1, 'target_network_update_freq': 50000, 'horizon': None, 'model': {'max_seq_len': 20, 'use_lstm': False}, 'num_atoms': 1, 'gamma': 0.99, 'prioritized_replay': False}",3557.900144100189,114,172.30.1.193,1538190055,4050.0,525.0,4459520,39360,"{'max_exploration': 0.4, 'sample_throughput': 1261.816, 'train_throughput': 5383.747, 'min_exploration': 0.0006553600000000003, 'num_weight_syncs': 9287, 'num_steps_trained': 18947072, 'num_steps_sampled': 4459520, 'num_target_updates': 363}",4005.3684210526317,5aa3c12baf9c4f39a932c198cdb79e77,5475.0,{}
115,32330,2018-09-29_03-01-26,16,4498560,False,ip-172-30-1-193,31.35379195213318,3589.2539360523224,"{'exploration_fraction': 0.1, 'hiddens': [512], 'n_step': 3, 'tf_session_args': {'allow_soft_placement': True, 'gpu_options': {'allow_growth': True}, 'inter_op_parallelism_threads': 1, 'device_count': {'CPU': 1}, 'intra_op_parallelism_threads': 1, 'log_device_placement': False}, 'synchronize_filters': True, 'double_q': False, 'num_gpus_per_worker': 0, 'custom_schedules': {}, 'clip_rewards': None, 'prioritized_replay_beta': 0.4, 'sample_batch_size': 160, 'sigma0': 0.5, 'compress_observations': True, 'v_max': 10.0, 'monitor': False, 'multiagent': {'policy_mapping_fn': None, 'policy_graphs': {}, 'policies_to_train': None}, 'batch_mode': 'truncate_episodes', 'num_cpus_per_worker': 1, 'dueling': False, 'env_config': {}, 'exploration_final_eps': 0.01, 'v_min': -10.0, 'env': 'QbertNoFrameskip-v4', 'gpu': True, 'optimizer_class': 'AsyncReplayOptimizer', 'final_prioritized_replay_beta': 1.0, 'sample_async': False, 'prioritized_replay_eps': 1e-06, 'preprocessor_pref': 'deepmind', 'schedule_max_timesteps': 2000000, 'optimizer': {'prioritized_replay_eps': 1e-06, 'num_replay_buffer_shards': 4, 'learning_starts': 50000, 'train_batch_size': 512, 'max_weight_sync_delay': 400, 'debug': False, 'buffer_size': 1000000, 'sample_batch_size': 160, 'prioritized_replay_beta': 0.4, 'prioritized_replay_alpha': 0.5, 'prioritized_replay': False}, 'num_workers': 8, 'worker_side_prioritization': True, 'beta_annealing_fraction': 1.0, 'timesteps_per_iteration': 25000, 'buffer_size': 1000000, 'prioritized_replay_alpha': 0.5, 'adam_epsilon': 0.00015, 'noisy': False, 'per_worker_exploration': True, 'num_envs_per_worker': 8, 'custom_schedule_attr': 'episode_reward_mean', 'grad_norm_clipping': 40, 'learning_starts': 50000, 'min_iter_time_s': 30, 'train_batch_size': 512, 'lr': 0.0001, 'observation_filter': 'NoFilter', 'gpu_fraction': 1, 'target_network_update_freq': 50000, 'horizon': None, 'model': {'max_seq_len': 20, 'use_lstm': False}, 'num_atoms': 1, 'gamma': 0.99, 'prioritized_replay': False}",3589.2539360523224,115,172.30.1.193,1538190086,3848.4375,550.0,4498560,39040,"{'max_exploration': 0.4, 'sample_throughput': 1221.069, 'train_throughput': 5246.075, 'min_exploration': 0.0006553600000000003, 'num_weight_syncs': 9368, 'num_steps_trained': 19114496, 'num_steps_sampled': 4498560, 'num_target_updates': 367}",3580.875,5aa3c12baf9c4f39a932c198cdb79e77,5050.0,{}
116,32330,2018-09-29_03-01-56,11,4536320,False,ip-172-30-1-193,30.261839866638184,3619.5157759189606,"{'exploration_fraction': 0.1, 'hiddens': [512], 'n_step': 3, 'tf_session_args': {'allow_soft_placement': True, 'gpu_options': {'allow_growth': True}, 'inter_op_parallelism_threads': 1, 'device_count': {'CPU': 1}, 'intra_op_parallelism_threads': 1, 'log_device_placement': False}, 'synchronize_filters': True, 'double_q': False, 'num_gpus_per_worker': 0, 'custom_schedules': {}, 'clip_rewards': None, 'prioritized_replay_beta': 0.4, 'sample_batch_size': 160, 'sigma0': 0.5, 'compress_observations': True, 'v_max': 10.0, 'monitor': False, 'multiagent': {'policy_mapping_fn': None, 'policy_graphs': {}, 'policies_to_train': None}, 'batch_mode': 'truncate_episodes', 'num_cpus_per_worker': 1, 'dueling': False, 'env_config': {}, 'exploration_final_eps': 0.01, 'v_min': -10.0, 'env': 'QbertNoFrameskip-v4', 'gpu': True, 'optimizer_class': 'AsyncReplayOptimizer', 'final_prioritized_replay_beta': 1.0, 'sample_async': False, 'prioritized_replay_eps': 1e-06, 'preprocessor_pref': 'deepmind', 'schedule_max_timesteps': 2000000, 'optimizer': {'prioritized_replay_eps': 1e-06, 'num_replay_buffer_shards': 4, 'learning_starts': 50000, 'train_batch_size': 512, 'max_weight_sync_delay': 400, 'debug': False, 'buffer_size': 1000000, 'sample_batch_size': 160, 'prioritized_replay_beta': 0.4, 'prioritized_replay_alpha': 0.5, 'prioritized_replay': False}, 'num_workers': 8, 'worker_side_prioritization': True, 'beta_annealing_fraction': 1.0, 'timesteps_per_iteration': 25000, 'buffer_size': 1000000, 'prioritized_replay_alpha': 0.5, 'adam_epsilon': 0.00015, 'noisy': False, 'per_worker_exploration': True, 'num_envs_per_worker': 8, 'custom_schedule_attr': 'episode_reward_mean', 'grad_norm_clipping': 40, 'learning_starts': 50000, 'min_iter_time_s': 30, 'train_batch_size': 512, 'lr': 0.0001, 'observation_filter': 'NoFilter', 'gpu_fraction': 1, 'target_network_update_freq': 50000, 'horizon': None, 'model': {'max_seq_len': 20, 'use_lstm': False}, 'num_atoms': 1, 'gamma': 0.99, 'prioritized_replay': False}",3619.5157759189606,116,172.30.1.193,1538190116,4656.818181818182,3800.0,4536320,37760,"{'max_exploration': 0.4, 'sample_throughput': 1224.128, 'train_throughput': 5381.585, 'min_exploration': 0.0006553600000000003, 'num_weight_syncs': 9448, 'num_steps_trained': 19277824, 'num_steps_sampled': 4536320, 'num_target_updates': 370}",4461.363636363636,5aa3c12baf9c4f39a932c198cdb79e77,7400.0,{}
117,32330,2018-09-29_03-02-28,17,4576000,False,ip-172-30-1-193,31.8531391620636,3651.368915081024,"{'exploration_fraction': 0.1, 'hiddens': [512], 'n_step': 3, 'tf_session_args': {'allow_soft_placement': True, 'gpu_options': {'allow_growth': True}, 'inter_op_parallelism_threads': 1, 'device_count': {'CPU': 1}, 'intra_op_parallelism_threads': 1, 'log_device_placement': False}, 'synchronize_filters': True, 'double_q': False, 'num_gpus_per_worker': 0, 'custom_schedules': {}, 'clip_rewards': None, 'prioritized_replay_beta': 0.4, 'sample_batch_size': 160, 'sigma0': 0.5, 'compress_observations': True, 'v_max': 10.0, 'monitor': False, 'multiagent': {'policy_mapping_fn': None, 'policy_graphs': {}, 'policies_to_train': None}, 'batch_mode': 'truncate_episodes', 'num_cpus_per_worker': 1, 'dueling': False, 'env_config': {}, 'exploration_final_eps': 0.01, 'v_min': -10.0, 'env': 'QbertNoFrameskip-v4', 'gpu': True, 'optimizer_class': 'AsyncReplayOptimizer', 'final_prioritized_replay_beta': 1.0, 'sample_async': False, 'prioritized_replay_eps': 1e-06, 'preprocessor_pref': 'deepmind', 'schedule_max_timesteps': 2000000, 'optimizer': {'prioritized_replay_eps': 1e-06, 'num_replay_buffer_shards': 4, 'learning_starts': 50000, 'train_batch_size': 512, 'max_weight_sync_delay': 400, 'debug': False, 'buffer_size': 1000000, 'sample_batch_size': 160, 'prioritized_replay_beta': 0.4, 'prioritized_replay_alpha': 0.5, 'prioritized_replay': False}, 'num_workers': 8, 'worker_side_prioritization': True, 'beta_annealing_fraction': 1.0, 'timesteps_per_iteration': 25000, 'buffer_size': 1000000, 'prioritized_replay_alpha': 0.5, 'adam_epsilon': 0.00015, 'noisy': False, 'per_worker_exploration': True, 'num_envs_per_worker': 8, 'custom_schedule_attr': 'episode_reward_mean', 'grad_norm_clipping': 40, 'learning_starts': 50000, 'min_iter_time_s': 30, 'train_batch_size': 512, 'lr': 0.0001, 'observation_filter': 'NoFilter', 'gpu_fraction': 1, 'target_network_update_freq': 50000, 'horizon': None, 'model': {'max_seq_len': 20, 'use_lstm': False}, 'num_atoms': 1, 'gamma': 0.99, 'prioritized_replay': False}",3651.368915081024,117,172.30.1.193,1538190148,4500.0,4025.0,4576000,39680,"{'max_exploration': 0.4, 'sample_throughput': 1237.81, 'train_throughput': 5391.352, 'min_exploration': 0.0006553600000000003, 'num_weight_syncs': 9530, 'num_steps_trained': 19448320, 'num_steps_sampled': 4576000, 'num_target_updates': 373}",4231.411764705882,5aa3c12baf9c4f39a932c198cdb79e77,7475.0,{}
118,32330,2018-09-29_03-02-59,12,4615200,False,ip-172-30-1-193,30.579412937164307,3681.9483280181885,"{'exploration_fraction': 0.1, 'hiddens': [512], 'n_step': 3, 'tf_session_args': {'allow_soft_placement': True, 'gpu_options': {'allow_growth': True}, 'inter_op_parallelism_threads': 1, 'device_count': {'CPU': 1}, 'intra_op_parallelism_threads': 1, 'log_device_placement': False}, 'synchronize_filters': True, 'double_q': False, 'num_gpus_per_worker': 0, 'custom_schedules': {}, 'clip_rewards': None, 'prioritized_replay_beta': 0.4, 'sample_batch_size': 160, 'sigma0': 0.5, 'compress_observations': True, 'v_max': 10.0, 'monitor': False, 'multiagent': {'policy_mapping_fn': None, 'policy_graphs': {}, 'policies_to_train': None}, 'batch_mode': 'truncate_episodes', 'num_cpus_per_worker': 1, 'dueling': False, 'env_config': {}, 'exploration_final_eps': 0.01, 'v_min': -10.0, 'env': 'QbertNoFrameskip-v4', 'gpu': True, 'optimizer_class': 'AsyncReplayOptimizer', 'final_prioritized_replay_beta': 1.0, 'sample_async': False, 'prioritized_replay_eps': 1e-06, 'preprocessor_pref': 'deepmind', 'schedule_max_timesteps': 2000000, 'optimizer': {'prioritized_replay_eps': 1e-06, 'num_replay_buffer_shards': 4, 'learning_starts': 50000, 'train_batch_size': 512, 'max_weight_sync_delay': 400, 'debug': False, 'buffer_size': 1000000, 'sample_batch_size': 160, 'prioritized_replay_beta': 0.4, 'prioritized_replay_alpha': 0.5, 'prioritized_replay': False}, 'num_workers': 8, 'worker_side_prioritization': True, 'beta_annealing_fraction': 1.0, 'timesteps_per_iteration': 25000, 'buffer_size': 1000000, 'prioritized_replay_alpha': 0.5, 'adam_epsilon': 0.00015, 'noisy': False, 'per_worker_exploration': True, 'num_envs_per_worker': 8, 'custom_schedule_attr': 'episode_reward_mean', 'grad_norm_clipping': 40, 'learning_starts': 50000, 'min_iter_time_s': 30, 'train_batch_size': 512, 'lr': 0.0001, 'observation_filter': 'NoFilter', 'gpu_fraction': 1, 'target_network_update_freq': 50000, 'horizon': None, 'model': {'max_seq_len': 20, 'use_lstm': False}, 'num_atoms': 1, 'gamma': 0.99, 'prioritized_replay': False}",3681.9483280181885,118,172.30.1.193,1538190179,4337.5,4150.0,4615200,39200,"{'max_exploration': 0.4, 'sample_throughput': 1297.55, 'train_throughput': 5382.428, 'min_exploration': 0.0006553600000000003, 'num_weight_syncs': 9612, 'num_steps_trained': 19614720, 'num_steps_sampled': 4615200, 'num_target_updates': 376}",4006.8333333333335,5aa3c12baf9c4f39a932c198cdb79e77,4600.0,{}
119,32330,2018-09-29_03-03-30,14,4653600,False,ip-172-30-1-193,31.199671983718872,3713.1480000019073,"{'exploration_fraction': 0.1, 'hiddens': [512], 'n_step': 3, 'tf_session_args': {'allow_soft_placement': True, 'gpu_options': {'allow_growth': True}, 'inter_op_parallelism_threads': 1, 'device_count': {'CPU': 1}, 'intra_op_parallelism_threads': 1, 'log_device_placement': False}, 'synchronize_filters': True, 'double_q': False, 'num_gpus_per_worker': 0, 'custom_schedules': {}, 'clip_rewards': None, 'prioritized_replay_beta': 0.4, 'sample_batch_size': 160, 'sigma0': 0.5, 'compress_observations': True, 'v_max': 10.0, 'monitor': False, 'multiagent': {'policy_mapping_fn': None, 'policy_graphs': {}, 'policies_to_train': None}, 'batch_mode': 'truncate_episodes', 'num_cpus_per_worker': 1, 'dueling': False, 'env_config': {}, 'exploration_final_eps': 0.01, 'v_min': -10.0, 'env': 'QbertNoFrameskip-v4', 'gpu': True, 'optimizer_class': 'AsyncReplayOptimizer', 'final_prioritized_replay_beta': 1.0, 'sample_async': False, 'prioritized_replay_eps': 1e-06, 'preprocessor_pref': 'deepmind', 'schedule_max_timesteps': 2000000, 'optimizer': {'prioritized_replay_eps': 1e-06, 'num_replay_buffer_shards': 4, 'learning_starts': 50000, 'train_batch_size': 512, 'max_weight_sync_delay': 400, 'debug': False, 'buffer_size': 1000000, 'sample_batch_size': 160, 'prioritized_replay_beta': 0.4, 'prioritized_replay_alpha': 0.5, 'prioritized_replay': False}, 'num_workers': 8, 'worker_side_prioritization': True, 'beta_annealing_fraction': 1.0, 'timesteps_per_iteration': 25000, 'buffer_size': 1000000, 'prioritized_replay_alpha': 0.5, 'adam_epsilon': 0.00015, 'noisy': False, 'per_worker_exploration': True, 'num_envs_per_worker': 8, 'custom_schedule_attr': 'episode_reward_mean', 'grad_norm_clipping': 40, 'learning_starts': 50000, 'min_iter_time_s': 30, 'train_batch_size': 512, 'lr': 0.0001, 'observation_filter': 'NoFilter', 'gpu_fraction': 1, 'target_network_update_freq': 50000, 'horizon': None, 'model': {'max_seq_len': 20, 'use_lstm': False}, 'num_atoms': 1, 'gamma': 0.99, 'prioritized_replay': False}",3713.1480000019073,119,172.30.1.193,1538190210,4451.785714285715,3950.0,4653600,38400,"{'max_exploration': 0.4, 'sample_throughput': 1232.116, 'train_throughput': 5197.291, 'min_exploration': 0.0006553600000000003, 'num_weight_syncs': 9694, 'num_steps_trained': 19779072, 'num_steps_sampled': 4653600, 'num_target_updates': 379}",4599.0,5aa3c12baf9c4f39a932c198cdb79e77,5000.0,{}
120,32330,2018-09-29_03-04-02,16,4693120,False,ip-172-30-1-193,31.385447025299072,3744.5334470272064,"{'exploration_fraction': 0.1, 'hiddens': [512], 'n_step': 3, 'tf_session_args': {'allow_soft_placement': True, 'gpu_options': {'allow_growth': True}, 'inter_op_parallelism_threads': 1, 'device_count': {'CPU': 1}, 'intra_op_parallelism_threads': 1, 'log_device_placement': False}, 'synchronize_filters': True, 'double_q': False, 'num_gpus_per_worker': 0, 'custom_schedules': {}, 'clip_rewards': None, 'prioritized_replay_beta': 0.4, 'sample_batch_size': 160, 'sigma0': 0.5, 'compress_observations': True, 'v_max': 10.0, 'monitor': False, 'multiagent': {'policy_mapping_fn': None, 'policy_graphs': {}, 'policies_to_train': None}, 'batch_mode': 'truncate_episodes', 'num_cpus_per_worker': 1, 'dueling': False, 'env_config': {}, 'exploration_final_eps': 0.01, 'v_min': -10.0, 'env': 'QbertNoFrameskip-v4', 'gpu': True, 'optimizer_class': 'AsyncReplayOptimizer', 'final_prioritized_replay_beta': 1.0, 'sample_async': False, 'prioritized_replay_eps': 1e-06, 'preprocessor_pref': 'deepmind', 'schedule_max_timesteps': 2000000, 'optimizer': {'prioritized_replay_eps': 1e-06, 'num_replay_buffer_shards': 4, 'learning_starts': 50000, 'train_batch_size': 512, 'max_weight_sync_delay': 400, 'debug': False, 'buffer_size': 1000000, 'sample_batch_size': 160, 'prioritized_replay_beta': 0.4, 'prioritized_replay_alpha': 0.5, 'prioritized_replay': False}, 'num_workers': 8, 'worker_side_prioritization': True, 'beta_annealing_fraction': 1.0, 'timesteps_per_iteration': 25000, 'buffer_size': 1000000, 'prioritized_replay_alpha': 0.5, 'adam_epsilon': 0.00015, 'noisy': False, 'per_worker_exploration': True, 'num_envs_per_worker': 8, 'custom_schedule_attr': 'episode_reward_mean', 'grad_norm_clipping': 40, 'learning_starts': 50000, 'min_iter_time_s': 30, 'train_batch_size': 512, 'lr': 0.0001, 'observation_filter': 'NoFilter', 'gpu_fraction': 1, 'target_network_update_freq': 50000, 'horizon': None, 'model': {'max_seq_len': 20, 'use_lstm': False}, 'num_atoms': 1, 'gamma': 0.99, 'prioritized_replay': False}",3744.5334470272064,120,172.30.1.193,1538190242,4962.5,3900.0,4693120,39520,"{'max_exploration': 0.4, 'sample_throughput': 1261.901, 'train_throughput': 5358.951, 'min_exploration': 0.0006553600000000003, 'num_weight_syncs': 9774, 'num_steps_trained': 19945984, 'num_steps_sampled': 4693120, 'num_target_updates': 383}",4149.625,5aa3c12baf9c4f39a932c198cdb79e77,7825.0,{}
121,32330,2018-09-29_03-04-32,13,4732000,False,ip-172-30-1-193,30.867357969284058,3775.4008049964905,"{'exploration_fraction': 0.1, 'hiddens': [512], 'n_step': 3, 'tf_session_args': {'allow_soft_placement': True, 'gpu_options': {'allow_growth': True}, 'inter_op_parallelism_threads': 1, 'device_count': {'CPU': 1}, 'intra_op_parallelism_threads': 1, 'log_device_placement': False}, 'synchronize_filters': True, 'double_q': False, 'num_gpus_per_worker': 0, 'custom_schedules': {}, 'clip_rewards': None, 'prioritized_replay_beta': 0.4, 'sample_batch_size': 160, 'sigma0': 0.5, 'compress_observations': True, 'v_max': 10.0, 'monitor': False, 'multiagent': {'policy_mapping_fn': None, 'policy_graphs': {}, 'policies_to_train': None}, 'batch_mode': 'truncate_episodes', 'num_cpus_per_worker': 1, 'dueling': False, 'env_config': {}, 'exploration_final_eps': 0.01, 'v_min': -10.0, 'env': 'QbertNoFrameskip-v4', 'gpu': True, 'optimizer_class': 'AsyncReplayOptimizer', 'final_prioritized_replay_beta': 1.0, 'sample_async': False, 'prioritized_replay_eps': 1e-06, 'preprocessor_pref': 'deepmind', 'schedule_max_timesteps': 2000000, 'optimizer': {'prioritized_replay_eps': 1e-06, 'num_replay_buffer_shards': 4, 'learning_starts': 50000, 'train_batch_size': 512, 'max_weight_sync_delay': 400, 'debug': False, 'buffer_size': 1000000, 'sample_batch_size': 160, 'prioritized_replay_beta': 0.4, 'prioritized_replay_alpha': 0.5, 'prioritized_replay': False}, 'num_workers': 8, 'worker_side_prioritization': True, 'beta_annealing_fraction': 1.0, 'timesteps_per_iteration': 25000, 'buffer_size': 1000000, 'prioritized_replay_alpha': 0.5, 'adam_epsilon': 0.00015, 'noisy': False, 'per_worker_exploration': True, 'num_envs_per_worker': 8, 'custom_schedule_attr': 'episode_reward_mean', 'grad_norm_clipping': 40, 'learning_starts': 50000, 'min_iter_time_s': 30, 'train_batch_size': 512, 'lr': 0.0001, 'observation_filter': 'NoFilter', 'gpu_fraction': 1, 'target_network_update_freq': 50000, 'horizon': None, 'model': {'max_seq_len': 20, 'use_lstm': False}, 'num_atoms': 1, 'gamma': 0.99, 'prioritized_replay': False}",3775.4008049964905,121,172.30.1.193,1538190272,4300.0,4150.0,4732000,38880,"{'max_exploration': 0.4, 'sample_throughput': 1273.011, 'train_throughput': 5332.757, 'min_exploration': 0.0006553600000000003, 'num_weight_syncs': 9855, 'num_steps_trained': 20113408, 'num_steps_sampled': 4732000, 'num_target_updates': 386}",3847.0,5aa3c12baf9c4f39a932c198cdb79e77,4550.0,{}
122,32330,2018-09-29_03-05-04,12,4771360,False,ip-172-30-1-193,31.221132040023804,3806.6219370365143,"{'exploration_fraction': 0.1, 'hiddens': [512], 'n_step': 3, 'tf_session_args': {'allow_soft_placement': True, 'gpu_options': {'allow_growth': True}, 'inter_op_parallelism_threads': 1, 'device_count': {'CPU': 1}, 'intra_op_parallelism_threads': 1, 'log_device_placement': False}, 'synchronize_filters': True, 'double_q': False, 'num_gpus_per_worker': 0, 'custom_schedules': {}, 'clip_rewards': None, 'prioritized_replay_beta': 0.4, 'sample_batch_size': 160, 'sigma0': 0.5, 'compress_observations': True, 'v_max': 10.0, 'monitor': False, 'multiagent': {'policy_mapping_fn': None, 'policy_graphs': {}, 'policies_to_train': None}, 'batch_mode': 'truncate_episodes', 'num_cpus_per_worker': 1, 'dueling': False, 'env_config': {}, 'exploration_final_eps': 0.01, 'v_min': -10.0, 'env': 'QbertNoFrameskip-v4', 'gpu': True, 'optimizer_class': 'AsyncReplayOptimizer', 'final_prioritized_replay_beta': 1.0, 'sample_async': False, 'prioritized_replay_eps': 1e-06, 'preprocessor_pref': 'deepmind', 'schedule_max_timesteps': 2000000, 'optimizer': {'prioritized_replay_eps': 1e-06, 'num_replay_buffer_shards': 4, 'learning_starts': 50000, 'train_batch_size': 512, 'max_weight_sync_delay': 400, 'debug': False, 'buffer_size': 1000000, 'sample_batch_size': 160, 'prioritized_replay_beta': 0.4, 'prioritized_replay_alpha': 0.5, 'prioritized_replay': False}, 'num_workers': 8, 'worker_side_prioritization': True, 'beta_annealing_fraction': 1.0, 'timesteps_per_iteration': 25000, 'buffer_size': 1000000, 'prioritized_replay_alpha': 0.5, 'adam_epsilon': 0.00015, 'noisy': False, 'per_worker_exploration': True, 'num_envs_per_worker': 8, 'custom_schedule_attr': 'episode_reward_mean', 'grad_norm_clipping': 40, 'learning_starts': 50000, 'min_iter_time_s': 30, 'train_batch_size': 512, 'lr': 0.0001, 'observation_filter': 'NoFilter', 'gpu_fraction': 1, 'target_network_update_freq': 50000, 'horizon': None, 'model': {'max_seq_len': 20, 'use_lstm': False}, 'num_atoms': 1, 'gamma': 0.99, 'prioritized_replay': False}",3806.6219370365143,122,172.30.1.193,1538190304,4377.083333333333,4075.0,4771360,39360,"{'max_exploration': 0.4, 'sample_throughput': 1249.698, 'train_throughput': 5381.876, 'min_exploration': 0.0006553600000000003, 'num_weight_syncs': 9938, 'num_steps_trained': 20282880, 'num_steps_sampled': 4771360, 'num_target_updates': 389}",4627.916666666667,5aa3c12baf9c4f39a932c198cdb79e77,4775.0,{}
